name,asymmetry,diameter,red,green,blue,contrast,correlation,energy,homogeneity
ISIC_0026096,0,3.5,41.1785,21.713,16.3535,250.9834,0.9396,0.7238,0.7787
ISIC_0026097,0,3.9,51.4393,27.1789,31.5643,267.8414,0.9533,0.6826,0.7357
ISIC_0026098,0,5.24,73.0903,27.1513,28.6252,225.1247,0.9583,0.6,0.6897
ISIC_0026099,0,3.96,45.52,28.1667,20.4078,299.589,0.9422,0.6884,0.7437
ISIC_0026100,1,6.26,74.2181,53.7004,58.1113,1150.3203,0.9036,0.5967,0.6967
ISIC_0026101,0,3.04,13.7625,6.1776,6.8659,125.3317,0.8926,0.8573,0.8779
ISIC_0026102,0,2.24,18.2624,7.6393,7.3873,153.0702,0.9315,0.8985,0.9195
ISIC_0026103,0,3.96,54.7728,21.7845,21.4396,239.4673,0.9392,0.6366,0.6963
ISIC_0026104,0,5.2,25.2894,18.9909,20.214,327.2538,0.9326,0.8372,0.8958
ISIC_0026105,0,2.54,20.8341,11.1946,7.1182,222.3803,0.9306,0.8877,0.9066
ISIC_0026106,1,3.32,30.6803,17.618,16.6953,195.9614,0.9464,0.7872,0.8253
ISIC_0026107,1,4.04,42.6879,23.2767,20.8845,290.3478,0.9126,0.5982,0.6788
ISIC_0026108,1,2.3,16.8414,10.5201,8.9521,138.56,0.9391,0.8761,0.9001
ISIC_0026109,0,4.4,33.0846,16.9233,15.5392,451.9539,0.9166,0.8407,0.88
ISIC_0026110,0,1.62,7.2826,2.6493,2.5846,66.4022,0.8939,0.9412,0.9506
ISIC_0026111,1,3.54,31.0951,20.645,15.4501,298.6592,0.951,0.842,0.8773
ISIC_0026112,0,2.44,20.8222,9.5002,9.03,190.4028,0.9299,0.8837,0.9104
ISIC_0026113,1,2.66,15.9663,8.2747,9.2235,77.8335,0.9494,0.8605,0.885
ISIC_0026114,1,4.1,51.3723,25.3193,20.051,391.7388,0.9431,0.7522,0.8038
ISIC_0026115,0,2.74,27.4853,16.9031,18.102,268.0534,0.9433,0.843,0.8722
ISIC_0026116,0,1.56,9.5047,4.0382,3.5104,104.1358,0.9105,0.9433,0.9524
ISIC_0026117,0,4.92,25.6808,20.0951,20.2099,297.9378,0.9339,0.8162,0.8637
ISIC_0026118,0,4.96,59.8679,37.1054,32.1832,1029.6404,0.894,0.6987,0.7795
ISIC_0026119,0,3.96,46.188,19.3649,20.9151,319.932,0.9323,0.7378,0.7869
ISIC_0026120,0,3.7,47.7485,23.3973,23.8385,310.2026,0.9368,0.698,0.7507
ISIC_0026121,0,1.6,10.5464,5.0597,4.4396,149.2285,0.9156,0.9484,0.958
ISIC_0026122,0,0.0,27.4884,15.2619,22.1656,126.4926,0.9544,0.7591,0.8141
ISIC_0026123,0,7.4,43.3267,31.8234,34.7905,411.978,0.9178,0.6443,0.7383
ISIC_0026124,0,4.74,23.4982,18.8782,19.4794,274.176,0.9388,0.8364,0.8831
ISIC_0026125,0,3.1,10.1728,5.239,4.6231,77.6232,0.8586,0.813,0.8513
ISIC_0026126,0,4.46,34.0907,16.3669,19.0291,138.2552,0.9362,0.6576,0.7301
ISIC_0026127,0,4.16,60.0741,28.3466,23.7661,378.9928,0.937,0.6662,0.7369
ISIC_0026128,1,2.46,18.4333,7.0725,6.5507,123.5897,0.9342,0.8887,0.9122
ISIC_0026129,0,3.98,57.223,21.2831,23.9714,263.5779,0.9455,0.679,0.7542
ISIC_0026130,0,0.04,11.9941,6.064,5.4411,189.9586,0.9085,0.9397,0.9513
ISIC_0026131,0,4.94,57.5073,37.3026,30.4575,411.0072,0.9519,0.6872,0.7458
ISIC_0026132,2,6.14,75.7507,53.5743,60.491,657.8184,0.9336,0.5499,0.6591
ISIC_0026133,0,5.26,71.535,41.1985,32.6962,364.8903,0.9529,0.5987,0.6961
ISIC_0026134,1,2.46,17.4253,5.3346,5.1348,103.3829,0.9196,0.8763,0.9022
ISIC_0026135,0,3.4,45.7959,25.3405,24.0417,282.1986,0.9522,0.7371,0.8103
ISIC_0026136,0,3.08,29.3073,8.3935,8.4953,174.4985,0.9096,0.7904,0.8276
ISIC_0026137,0,3.96,46.9453,23.2002,24.1495,322.752,0.9325,0.6946,0.7416
ISIC_0026138,0,3.34,29.6981,18.4079,19.1641,506.7761,0.9118,0.8447,0.878
ISIC_0026139,0,5.14,39.2089,32.3917,30.9487,373.9963,0.9396,0.7111,0.7898
ISIC_0026140,0,1.38,4.5901,3.6306,3.5873,104.7928,0.8771,0.9586,0.9623
ISIC_0026141,0,2.34,5.6759,2.6761,2.5956,53.0276,0.8299,0.8752,0.9068
ISIC_0026142,0,3.4,29.2321,19.4499,16.5551,270.2196,0.9369,0.8027,0.8382
ISIC_0026143,0,3.74,34.09,14.8291,14.4722,321.0745,0.9256,0.824,0.8736
ISIC_0026144,0,2.64,13.0376,3.6328,5.2257,87.1268,0.8999,0.899,0.9211
ISIC_0026145,0,4.0,49.2635,26.8013,29.1726,298.8836,0.9431,0.6812,0.751
ISIC_0026146,0,4.12,47.4291,20.6271,22.9647,336.7087,0.9418,0.7611,0.8328
ISIC_0026147,0,4.86,19.8783,15.6334,12.7152,274.0529,0.9221,0.8564,0.8909
ISIC_0026148,0,2.28,10.7132,6.2309,6.9809,110.4876,0.9152,0.9084,0.9208
ISIC_0026149,1,6.12,82.7808,52.9147,52.3967,1150.1844,0.8929,0.5539,0.6351
ISIC_0026150,0,1.6,6.4669,3.9744,3.3354,81.3397,0.9066,0.946,0.9525
ISIC_0026151,0,2.58,17.3303,9.4831,6.766,175.7992,0.927,0.8912,0.9137
ISIC_0026152,0,6.0,84.8633,59.6498,68.9632,693.6737,0.9424,0.5445,0.647
ISIC_0026153,1,4.8,13.1317,9.8631,9.8626,179.5785,0.9133,0.8899,0.9193
ISIC_0026154,0,5.0,54.2059,35.4971,32.5343,679.4405,0.9272,0.7177,0.7679
ISIC_0026155,0,1.72,6.7389,2.2368,2.908,60.9015,0.9026,0.9538,0.9612
ISIC_0026156,1,4.84,39.9603,29.2504,28.0549,387.7905,0.9278,0.6996,0.7498
ISIC_0026157,1,3.9,48.3153,28.4843,23.4619,290.0248,0.949,0.6976,0.7746
ISIC_0026158,0,3.94,44.9443,20.5932,34.0043,249.766,0.9459,0.691,0.7305
ISIC_0026159,0,3.42,35.4953,21.4194,17.5145,452.1286,0.9238,0.8107,0.8505
ISIC_0026160,0,2.28,17.5425,6.858,6.2486,151.0848,0.9204,0.8944,0.9123
ISIC_0026161,0,2.56,21.6987,6.3573,6.9456,117.8816,0.9231,0.8491,0.8825
ISIC_0026162,0,3.82,55.8041,27.4699,26.3187,436.4693,0.9419,0.7321,0.8055
ISIC_0026163,0,2.44,19.1964,12.3878,17.83,178.1086,0.9513,0.8816,0.9123
ISIC_0026164,0,2.98,29.7327,11.1726,9.8148,172.5217,0.9347,0.8141,0.8519
ISIC_0026165,1,1.58,7.5346,2.8029,2.4426,77.1702,0.9009,0.9517,0.9598
ISIC_0026166,1,5.5,42.8324,35.2194,34.1206,656.4241,0.9048,0.6896,0.764
ISIC_0026167,1,4.14,28.412,16.6965,17.8569,190.343,0.9232,0.7262,0.7677
ISIC_0026168,0,5.48,68.0462,29.7302,29.4329,308.875,0.9533,0.6457,0.7455
ISIC_0026169,0,4.88,49.2093,21.964,20.9267,318.6353,0.9317,0.6965,0.7634
ISIC_0026170,0,5.38,66.4193,18.5082,27.0905,191.7681,0.9417,0.5579,0.6804
ISIC_0026171,0,6.18,61.2777,45.7703,47.4336,874.4467,0.9101,0.6287,0.693
ISIC_0026172,0,3.02,14.6653,5.0828,5.22,124.1077,0.9005,0.8867,0.9036
ISIC_0026173,0,5.62,72.2895,31.6114,38.4591,309.7245,0.9392,0.5344,0.6499
ISIC_0026174,0,1.54,1.081,0.7821,0.7704,21.111,0.7868,0.9808,0.9838
ISIC_0026175,0,1.94,11.6923,5.0476,6.759,101.6598,0.9212,0.9184,0.9344
ISIC_0026176,1,4.4,55.0665,18.803,16.438,273.7432,0.935,0.6906,0.7587
ISIC_0026177,0,6.08,148.8227,128.1768,135.8365,316.6952,0.9186,0.0491,0.3148
ISIC_0026178,0,4.68,30.7235,21.5825,23.0103,568.1889,0.9023,0.8152,0.8476
ISIC_0026179,0,2.54,16.2272,6.9885,7.2381,144.9647,0.9172,0.888,0.9072
ISIC_0026180,0,2.46,21.3362,10.8414,11.2068,245.6642,0.9274,0.8874,0.9093
ISIC_0026181,0,3.42,35.8346,13.6233,12.1571,202.6638,0.9378,0.7856,0.8309
ISIC_0026182,0,5.02,28.4887,23.3066,29.7377,467.8334,0.9358,0.838,0.8863
ISIC_0026183,0,2.96,16.9067,6.0687,6.0802,115.1004,0.9197,0.8826,0.9086
ISIC_0026184,0,0.18,54.3884,19.3528,20.593,388.9087,0.9029,0.6619,0.7367
ISIC_0026185,0,2.94,19.1088,5.7598,5.4369,103.5977,0.9335,0.8717,0.8961
ISIC_0026186,1,5.22,51.7658,44.9553,52.7827,688.5331,0.9129,0.6101,0.7595
ISIC_0026187,0,1.96,15.5366,7.0849,7.8287,142.6722,0.9267,0.904,0.927
ISIC_0026188,2,5.78,92.9839,62.8857,66.5377,1050.3093,0.9241,0.5444,0.6482
ISIC_0026189,1,3.72,32.667,13.8794,13.4553,222.7025,0.9298,0.7922,0.8371
ISIC_0026190,0,2.16,9.9416,6.9916,9.288,136.6639,0.9158,0.9173,0.9323
ISIC_0026191,0,5.36,81.538,41.3453,45.2719,723.0592,0.9266,0.609,0.7079
ISIC_0026192,1,2.28,11.7567,8.4994,9.1368,179.484,0.9347,0.9342,0.951
ISIC_0026193,1,3.74,37.0324,12.6968,13.6103,194.4286,0.9314,0.7478,0.7944
ISIC_0026194,0,4.82,27.3466,22.5983,23.2306,392.1935,0.9386,0.8378,0.8746
ISIC_0026195,0,3.68,62.6394,25.3539,21.7804,277.7811,0.9475,0.6544,0.7428
ISIC_0026196,0,3.62,46.6478,16.6024,15.6822,214.164,0.9456,0.7331,0.8001
ISIC_0026197,0,4.5,48.4835,24.8354,21.438,318.1169,0.9566,0.7755,0.8358
ISIC_0026198,0,3.38,49.6923,27.3072,26.8487,363.9318,0.957,0.7767,0.8681
ISIC_0026199,0,1.56,6.5553,2.378,2.8185,49.5178,0.8989,0.9394,0.9499
ISIC_0026200,0,3.34,48.3671,26.1145,25.5981,352.8312,0.9517,0.7625,0.8407
ISIC_0026201,1,5.22,58.0691,23.2727,24.4471,212.3767,0.9541,0.6491,0.7393
ISIC_0026202,0,3.14,36.5605,21.0829,17.4504,363.8112,0.9432,0.8238,0.8712
ISIC_0026203,1,2.08,11.6438,6.4644,4.7241,156.5024,0.9199,0.9343,0.9426
ISIC_0026204,0,3.12,37.974,14.4034,13.6514,254.3471,0.9349,0.7965,0.8425
ISIC_0026205,0,4.78,46.0473,22.9966,21.3381,254.7189,0.9416,0.6943,0.7706
ISIC_0026206,0,2.48,16.3758,7.7983,7.3959,240.3669,0.8776,0.8865,0.8968
ISIC_0026207,0,2.9,25.0166,12.5249,9.7728,193.345,0.9154,0.7954,0.8313
ISIC_0026208,0,2.7,22.1838,7.6407,9.0792,144.993,0.9259,0.8542,0.883
ISIC_0026209,0,3.72,34.7039,19.6846,15.4052,405.8114,0.9188,0.7997,0.833
ISIC_0026210,0,2.84,5.1748,3.2416,2.9592,56.0559,0.7873,0.854,0.8897
ISIC_0026211,1,3.16,23.6222,10.5206,9.5973,203.1573,0.9291,0.8593,0.8841
ISIC_0026212,0,5.02,37.3521,26.6835,31.2654,821.6531,0.9066,0.8121,0.8408
ISIC_0026213,0,3.6,37.8124,24.922,24.3646,321.4541,0.9548,0.8023,0.8615
ISIC_0026214,0,4.34,43.2926,14.809,17.5141,234.9647,0.9203,0.6916,0.7438
ISIC_0026215,1,4.86,22.038,16.7205,16.3448,339.5676,0.9216,0.8582,0.9003
ISIC_0026216,1,4.7,20.7881,15.8519,18.1509,304.0488,0.9301,0.8683,0.909
ISIC_0026217,0,1.8,8.8897,4.8619,3.8204,106.4614,0.9134,0.9406,0.9495
ISIC_0026218,0,4.62,28.5262,24.1061,26.4775,419.7831,0.9366,0.8253,0.878
ISIC_0026219,1,4.94,28.9186,26.3264,27.1785,374.9205,0.9399,0.7982,0.8557
ISIC_0026220,0,2.54,23.0938,8.57,7.6847,140.1851,0.9359,0.8542,0.8833
ISIC_0026221,1,2.34,18.4344,6.3312,6.6199,105.4414,0.9315,0.875,0.904
ISIC_0026222,0,2.88,32.8367,17.6454,9.8463,287.094,0.9351,0.8167,0.8506
ISIC_0026223,1,4.64,19.7095,16.1172,17.5851,334.0992,0.9273,0.8777,0.9213
ISIC_0026224,1,4.48,24.8726,15.1974,17.3635,409.8713,0.9228,0.8812,0.9427
ISIC_0026225,0,3.34,27.4171,6.1983,7.6829,156.6322,0.9157,0.8273,0.8555
ISIC_0026226,0,3.2,19.186,12.9383,10.9036,230.5264,0.9426,0.8998,0.9331
ISIC_0026227,0,2.46,20.9091,8.5427,8.6445,154.7638,0.9349,0.8795,0.9058
ISIC_0026228,0,2.38,17.1005,6.2784,6.2553,124.6456,0.9204,0.8862,0.9094
ISIC_0026229,0,4.56,25.9278,16.6029,15.5552,223.2756,0.9261,0.7764,0.8126
ISIC_0026230,0,2.3,9.7993,6.5023,6.2683,112.9216,0.9285,0.9287,0.9389
ISIC_0026231,1,1.52,7.3257,4.6684,3.1137,115.9491,0.9006,0.9493,0.9567
ISIC_0026232,0,4.7,74.4872,40.4519,38.037,550.8064,0.9425,0.6359,0.7308
ISIC_0026233,0,3.06,29.9292,9.9884,8.8559,154.4316,0.9336,0.8073,0.8456
ISIC_0026234,0,1.48,6.7552,3.4395,2.9354,91.9825,0.9152,0.9627,0.969
ISIC_0026235,0,4.54,85.7097,38.6834,34.2941,468.5358,0.9437,0.5847,0.6862
ISIC_0026236,1,0.02,25.1148,20.4222,20.6339,315.6915,0.939,0.8368,0.9108
ISIC_0026237,0,5.1,30.4168,21.7312,27.499,239.4875,0.9522,0.7912,0.863
ISIC_0026238,1,5.32,69.9372,42.6496,36.6529,1180.8608,0.8946,0.6667,0.7908
ISIC_0026239,1,3.54,33.0388,15.0168,12.0786,230.0684,0.9275,0.77,0.8066
ISIC_0026240,0,3.44,36.3625,12.8717,15.6606,166.3749,0.9365,0.7427,0.8031
ISIC_0026241,0,2.12,15.6155,4.6115,4.4945,94.8639,0.9212,0.897,0.9175
ISIC_0026242,0,2.32,14.9475,5.8706,4.7684,105.8015,0.928,0.9028,0.9188
ISIC_0026243,0,3.02,29.7503,9.6941,11.9764,128.8253,0.9328,0.7678,0.823
ISIC_0026244,0,2.92,26.3378,10.3855,10.9858,171.9962,0.9317,0.8321,0.8665
ISIC_0026245,0,0.02,68.8187,45.1704,37.1137,385.8799,0.9513,0.5827,0.6857
ISIC_0026246,2,4.52,73.0006,42.2593,34.8968,536.6543,0.9488,0.657,0.7716
ISIC_0026247,1,2.48,9.0988,7.0933,7.5061,131.6725,0.9318,0.9375,0.9546
ISIC_0026248,0,6.18,8.6962,5.1224,4.6024,77.4761,0.8628,0.8414,0.8962
ISIC_0026249,1,0.64,30.8128,23.9442,27.5713,282.348,0.9458,0.7792,0.8784
ISIC_0026250,0,2.62,23.84,8.7054,8.1573,153.729,0.9304,0.8535,0.8852
ISIC_0026251,1,1.66,2.1039,1.3351,1.6449,62.5563,0.8112,0.9798,0.9807
ISIC_0026252,0,3.58,40.7286,16.0351,19.9806,301.3192,0.939,0.8009,0.8527
ISIC_0026253,0,5.06,52.599,23.2235,24.6992,425.9751,0.9263,0.7191,0.7941
ISIC_0026254,1,0.0,58.7861,34.7778,39.9113,457.7532,0.9402,0.6615,0.7406
ISIC_0026255,0,1.88,8.8957,3.2702,3.9879,86.5668,0.8956,0.9342,0.9454
ISIC_0026256,0,3.34,37.7876,14.202,11.979,217.4579,0.949,0.8174,0.8545
ISIC_0026257,0,2.66,19.3793,7.7,7.3825,162.4414,0.9251,0.8867,0.9063
ISIC_0026258,0,4.72,16.2349,13.0636,13.6651,359.7853,0.9031,0.8967,0.9278
ISIC_0026259,0,2.96,22.6705,8.145,8.4676,204.6306,0.9088,0.8583,0.8772
ISIC_0026260,1,2.06,10.5864,5.2308,6.3416,88.9218,0.9235,0.9145,0.9292
ISIC_0026261,0,2.38,13.3155,4.4717,4.0882,114.0146,0.8994,0.9083,0.9231
ISIC_0026262,1,2.82,21.512,12.3876,9.9938,217.9188,0.9337,0.8733,0.908
ISIC_0026263,0,4.64,8.5639,4.5144,5.6543,76.7511,0.8641,0.8724,0.9039
ISIC_0026264,0,3.14,30.0406,10.7344,8.0732,188.9671,0.9307,0.8257,0.8628
ISIC_0026265,0,5.08,51.2547,36.8319,40.7595,637.6727,0.9129,0.645,0.7007
ISIC_0026266,0,5.42,32.0928,23.7883,25.2421,482.3226,0.8961,0.7441,0.8024
ISIC_0026267,0,4.94,52.803,21.0326,23.8841,259.0711,0.9246,0.6059,0.694
ISIC_0026268,0,5.28,47.0447,29.5606,35.52,403.4157,0.9027,0.5782,0.63
ISIC_0026269,0,1.84,9.4781,2.6176,3.0332,49.7793,0.9209,0.9264,0.941
ISIC_0026270,1,2.92,19.2597,12.4042,11.8341,154.9804,0.9227,0.808,0.8454
ISIC_0026271,0,1.56,10.3459,4.7679,4.2064,143.4405,0.9097,0.9467,0.9553
ISIC_0026272,0,3.62,30.7087,18.7451,20.4505,243.397,0.928,0.7379,0.7806
ISIC_0026273,0,2.08,10.697,6.0106,10.2376,164.1779,0.8926,0.9163,0.9307
ISIC_0026274,0,4.08,53.861,21.1923,22.5092,258.391,0.9477,0.7031,0.7691
ISIC_0026275,0,3.9,2.8709,1.3996,1.5061,14.1588,0.8815,0.9102,0.9533
ISIC_0026276,1,1.42,0.8396,0.5992,0.8378,18.7091,0.7578,0.9836,0.9858
ISIC_0026277,0,5.0,38.9554,26.5921,30.6169,506.7611,0.9076,0.7244,0.793
ISIC_0026278,1,2.38,21.3702,7.8446,8.6487,143.0218,0.9373,0.879,0.9
ISIC_0026279,0,2.92,8.8761,4.974,4.7682,88.6257,0.8108,0.8,0.8419
ISIC_0026280,0,5.48,54.5818,37.1999,37.5213,530.2252,0.9202,0.6278,0.7323
ISIC_0026281,0,1.96,3.5952,2.7273,2.9757,106.0704,0.8599,0.974,0.9785
ISIC_0026282,1,4.9,17.8184,13.0741,12.323,297.1609,0.9133,0.8828,0.9063
ISIC_0026283,1,2.54,26.307,15.1038,13.8984,303.1869,0.9373,0.8698,0.9044
ISIC_0026284,1,1.66,9.4437,4.5095,4.3451,100.1529,0.9326,0.9505,0.9599
ISIC_0026285,1,3.62,42.2387,13.6743,14.1491,148.444,0.9385,0.6836,0.7701
ISIC_0026286,0,1.64,9.8783,6.6162,6.3028,117.2499,0.9322,0.931,0.9394
ISIC_0026287,0,4.12,41.2665,18.9815,18.5526,278.6594,0.9397,0.7653,0.8287
ISIC_0026288,0,3.2,41.954,25.5177,24.2026,444.9251,0.949,0.8167,0.8879
ISIC_0026289,0,1.84,8.6391,2.9762,2.8661,81.3683,0.8835,0.9303,0.9417
ISIC_0026290,0,4.56,2.1687,1.4658,2.5643,53.9372,0.691,0.9254,0.9466
ISIC_0026291,0,4.92,75.9878,43.5838,43.2126,321.9281,0.9471,0.49,0.6304
ISIC_0026292,0,3.26,29.2522,12.4697,12.4267,231.542,0.9219,0.811,0.8447
ISIC_0026293,0,2.12,11.2558,6.6045,5.3754,122.5211,0.9043,0.9003,0.9161
ISIC_0026294,0,3.14,31.4515,9.8391,9.3455,149.3883,0.9339,0.7965,0.8345
ISIC_0026295,1,7.4,188.5182,134.4029,137.7226,177.801,0.8875,0.0413,0.3245
ISIC_0026296,0,4.94,24.7639,20.7151,23.3749,388.1068,0.9231,0.8263,0.8927
ISIC_0026297,1,2.12,11.1337,7.5023,7.3358,201.8705,0.9152,0.9348,0.9472
ISIC_0026298,0,4.88,21.5114,17.5187,19.0124,301.8264,0.921,0.8321,0.8749
ISIC_0026299,0,4.54,63.5668,25.7602,34.7059,306.5894,0.9484,0.656,0.7536
ISIC_0026300,0,4.0,44.7245,17.8265,17.0657,246.6583,0.9448,0.755,0.8238
ISIC_0026301,1,4.8,21.1926,17.3837,16.7881,310.3543,0.9258,0.8506,0.8864
ISIC_0026302,1,4.24,68.2854,27.6989,28.9158,330.6282,0.9378,0.6017,0.6975
ISIC_0026303,1,0.6,23.8805,21.1795,21.8332,437.627,0.9145,0.83,0.8997
ISIC_0026304,1,0.04,115.8452,48.0412,46.0673,436.9813,0.9053,0.3027,0.4773
ISIC_0026305,1,2.94,17.675,9.2564,9.7379,159.3485,0.9101,0.8369,0.8564
ISIC_0026306,1,1.98,16.1303,5.6422,5.5144,125.1496,0.9263,0.9106,0.9288
ISIC_0026307,0,3.04,29.4553,12.5404,11.3824,229.19,0.9292,0.8253,0.8547
ISIC_0026308,1,2.48,19.5668,6.2135,5.8434,110.914,0.9284,0.8697,0.8971
ISIC_0026309,0,2.18,13.953,4.4394,4.6639,95.4288,0.9157,0.9035,0.9259
ISIC_0026310,0,2.18,12.9017,5.5234,5.5493,114.8433,0.9326,0.9285,0.9435
ISIC_0026311,1,0.58,44.4599,30.7135,30.339,473.4412,0.9253,0.7066,0.8045
ISIC_0026312,0,1.8,12.6647,5.4585,4.7562,122.5246,0.9307,0.935,0.9482
ISIC_0026313,0,1.98,10.1523,5.8102,6.3156,118.1407,0.9207,0.93,0.941
ISIC_0026314,0,5.06,33.8534,29.2264,29.8961,449.0897,0.9481,0.8129,0.8776
ISIC_0026315,0,2.5,15.325,6.3481,6.8409,137.9669,0.9122,0.8938,0.9133
ISIC_0026316,0,2.94,25.1341,16.3799,13.6791,268.8306,0.9342,0.8432,0.8783
ISIC_0026317,0,4.24,48.8264,17.536,17.1751,254.5258,0.94,0.7288,0.783
ISIC_0026318,0,2.42,14.8496,9.1584,10.5232,194.3072,0.9154,0.8938,0.9105
ISIC_0026319,0,1.0,0.6482,0.2982,0.4347,16.8138,0.7023,0.9912,0.9913
ISIC_0026320,0,2.1,15.0681,5.4702,5.7439,112.5582,0.9281,0.9106,0.9305
ISIC_0026321,1,5.36,48.6315,37.201,50.0199,939.344,0.8855,0.666,0.716
ISIC_0026322,0,2.74,22.3259,6.5718,6.1584,105.1397,0.9378,0.8599,0.887
ISIC_0026323,1,1.76,7.914,5.2409,3.6747,138.9814,0.9008,0.9485,0.9557
ISIC_0026324,1,2.98,61.3637,45.9269,46.0611,1286.2907,0.8838,0.6579,0.7538
ISIC_0026325,0,3.54,34.86,10.2699,8.9895,146.9293,0.9253,0.7295,0.7948
ISIC_0026326,1,4.48,20.5231,16.0782,18.6778,218.1448,0.9415,0.8438,0.8803
ISIC_0026327,1,4.82,45.3533,29.3876,27.7763,477.3496,0.9313,0.7337,0.7834
ISIC_0026328,1,3.82,49.5144,27.7843,21.6359,403.5856,0.9354,0.7179,0.7578
ISIC_0026329,0,1.56,8.7725,5.2209,4.6008,139.8871,0.9143,0.9507,0.9592
ISIC_0026330,0,3.04,32.8052,15.7616,15.8242,272.193,0.9381,0.823,0.8686
ISIC_0026331,0,3.32,42.0641,14.6114,12.8624,192.9603,0.9442,0.754,0.808
ISIC_0026332,0,3.26,27.5716,7.3081,7.2545,88.8794,0.9406,0.791,0.8467
ISIC_0026333,0,1.64,6.0921,2.7945,1.4546,68.9581,0.8834,0.9519,0.9586
ISIC_0026334,0,3.42,36.6671,15.0,14.4678,193.7046,0.9471,0.7869,0.8371
ISIC_0026335,0,2.64,19.6583,11.5843,11.0905,253.9192,0.9321,0.8989,0.9203
ISIC_0026336,1,1.56,8.3423,3.1589,5.0221,101.5504,0.9122,0.956,0.9646
ISIC_0026337,1,5.7,23.7182,18.1059,20.9208,418.9021,0.8915,0.8047,0.8345
ISIC_0026338,0,5.04,106.4519,38.454,38.9454,350.0509,0.9292,0.3916,0.5205
ISIC_0026339,0,2.56,22.2039,8.5492,6.0206,146.5235,0.9346,0.8655,0.8922
ISIC_0026340,1,5.68,45.4193,28.0883,29.1239,270.298,0.9476,0.675,0.7476
ISIC_0026341,0,2.2,12.3046,8.7541,6.6302,201.2676,0.9169,0.9234,0.9345
ISIC_0026342,0,4.82,55.9475,21.8051,19.7299,246.2868,0.9508,0.6937,0.7603
ISIC_0026343,1,4.6,21.1591,16.5843,16.0463,350.51,0.913,0.8477,0.8679
ISIC_0026344,0,2.1,20.3292,10.5794,10.0505,194.6501,0.9437,0.8996,0.9212
ISIC_0026345,0,4.14,56.6419,27.7141,26.702,512.5311,0.9266,0.7077,0.7782
ISIC_0026346,1,1.12,0.7373,0.5747,0.7027,23.7859,0.7609,0.988,0.9894
ISIC_0026347,0,4.54,15.4215,12.7117,12.7817,361.5717,0.8979,0.8992,0.9276
ISIC_0026348,1,2.8,19.6401,12.1767,12.0453,179.9236,0.9287,0.8424,0.8649
ISIC_0026349,0,4.18,85.504,42.0544,63.8227,408.6509,0.9559,0.5666,0.6779
ISIC_0026350,0,0.54,55.4848,37.0652,36.5366,530.2783,0.9407,0.6964,0.7723
ISIC_0026351,1,7.4,32.6636,17.6614,23.5397,329.9161,0.9136,0.7605,0.8106
ISIC_0026352,0,3.5,25.444,11.6701,12.2451,176.8534,0.9149,0.7827,0.8191
ISIC_0026353,0,2.22,14.321,4.9385,5.4901,93.6766,0.9156,0.8911,0.9145
ISIC_0026354,0,5.28,96.8264,38.1642,40.4684,402.7216,0.9371,0.4835,0.6102
ISIC_0026355,0,4.12,40.3351,12.6314,13.7894,159.8549,0.9445,0.7449,0.8149
ISIC_0026356,0,2.26,21.9812,10.6819,9.601,194.4216,0.9395,0.8845,0.9091
ISIC_0026357,1,4.52,79.2163,42.1796,40.5829,493.9116,0.9499,0.6219,0.739
ISIC_0026358,0,4.78,21.8118,17.8034,18.7743,480.3049,0.9094,0.8707,0.9259
ISIC_0026359,1,1.8,7.6178,4.5025,3.5985,129.0388,0.8811,0.9429,0.9498
ISIC_0026360,0,2.04,8.4994,3.9232,4.4611,61.4958,0.9293,0.9264,0.9378
ISIC_0026361,0,2.86,24.8316,8.2851,9.5678,126.9091,0.9331,0.8257,0.8685
ISIC_0026362,2,0.08,57.5018,40.2639,35.1996,497.9583,0.9347,0.6362,0.7149
ISIC_0026363,0,2.0,14.3938,3.3408,3.5775,110.2099,0.8871,0.9025,0.9153
ISIC_0026364,0,2.78,29.9688,13.5055,13.3894,225.6117,0.9378,0.8323,0.8654
ISIC_0026365,1,2.76,13.4895,12.0709,13.1228,223.2195,0.9356,0.9113,0.9377
ISIC_0026366,0,4.08,42.4621,16.9942,16.824,266.9415,0.9318,0.7482,0.8076
ISIC_0026367,1,5.56,60.5892,46.4105,54.4399,625.6941,0.9417,0.6516,0.7141
ISIC_0026368,0,2.24,13.5089,4.9989,5.7178,122.9427,0.9194,0.9222,0.9374
ISIC_0026369,0,4.24,38.9793,18.106,19.0656,231.1145,0.924,0.6868,0.737
ISIC_0026370,1,2.76,15.7534,9.9133,9.5542,192.0566,0.9169,0.8819,0.8997
ISIC_0026371,1,1.78,1.2683,0.7244,0.8129,28.0423,0.7635,0.9787,0.9815
ISIC_0026372,0,4.2,37.7369,23.7616,20.7875,311.1317,0.9263,0.7089,0.752
ISIC_0026373,1,1.5,4.7906,2.1872,2.6402,51.3593,0.8936,0.9596,0.9678
ISIC_0026374,1,6.66,62.1542,37.3911,41.0857,476.9339,0.9068,0.503,0.5766
ISIC_0026375,0,2.28,15.8763,7.6187,7.1937,154.0405,0.9391,0.9209,0.9352
ISIC_0026376,0,3.1,16.6827,8.388,6.635,128.944,0.8983,0.8142,0.8502
ISIC_0026377,0,0.1,12.4997,5.2299,4.5795,156.4661,0.9024,0.9302,0.9433
ISIC_0026378,0,5.16,34.235,25.4141,25.0771,285.5512,0.9431,0.7497,0.8068
